rdb_modern_table	rdb_modern_col	writing_sp	nrt_staging_source	odse_source_col(s)	transform_note	status	fixture_proof
D_TB_PAM	CALC_DISEASE_SITE	sp_nrt_d_tb_pam_postprocessing	nrt_page_case_answer.answer_txt (DISEASE_SITE answers) -> #S_PAM_DISEASE_SITE	nbs_odse.dbo.nbs_case_answer.answer_txt + nbs_question.datamart_column_nm/question_identifier (via sp_investigation_event JSON)	CASE derivation: 'Pulmonary'/'Extrapulmonary'/'Both' from D_DISEASE_SITE values (SP line 807-873)	VERIFIED	tb_investigation_full_chain.sql + zz_tb_datamart_enrich.sql (coverage_tb_full_chain.md)
D_TB_PAM	CASE_VERIFICATION	sp_nrt_d_tb_pam_postprocessing	nrt_page_case_answer.answer_txt (+ datamart_column_nm, question_identifier, code_set_group_id)	nbs_odse.dbo.nbs_case_answer.answer_txt + nbs_question.datamart_column_nm/question_identifier (via sp_investigation_event JSON)	PIVOT MAX(answer_txt) FOR datamart_column_nm (coded answers code-translated via nrt_srte_code_value_general)	VERIFIED	tb_investigation_full_chain.sql + zz_tb_datamart_enrich.sql (coverage_tb_full_chain.md)
D_TB_PAM	CHEST_XRAY_CAVITY_EVIDENCE	sp_nrt_d_tb_pam_postprocessing	nrt_page_case_answer.answer_txt (+ datamart_column_nm, question_identifier, code_set_group_id)	nbs_odse.dbo.nbs_case_answer.answer_txt + nbs_question.datamart_column_nm/question_identifier (via sp_investigation_event JSON)	PIVOT MAX(answer_txt) FOR datamart_column_nm (=TUB question); coded answers code-translated	INFERRED	—
D_TB_PAM	CHEST_XRAY_MILIARY_EVIDENCE	sp_nrt_d_tb_pam_postprocessing	nrt_page_case_answer.answer_txt (+ datamart_column_nm, question_identifier, code_set_group_id)	nbs_odse.dbo.nbs_case_answer.answer_txt + nbs_question.datamart_column_nm/question_identifier (via sp_investigation_event JSON)	PIVOT MAX(answer_txt) FOR datamart_column_nm (=TUB question); coded answers code-translated	INFERRED	—
D_TB_PAM	CHEST_XRAY_RESULT	sp_nrt_d_tb_pam_postprocessing	nrt_page_case_answer.answer_txt (+ datamart_column_nm, question_identifier, code_set_group_id)	nbs_odse.dbo.nbs_case_answer.answer_txt + nbs_question.datamart_column_nm/question_identifier (via sp_investigation_event JSON)	PIVOT MAX(answer_txt) FOR datamart_column_nm (=TUB question); coded answers code-translated	INFERRED	—
D_TB_PAM	COMMENTS_FOLLOW_UP_1	sp_nrt_d_tb_pam_postprocessing	nrt_page_case_answer.answer_txt (+ datamart_column_nm, question_identifier, code_set_group_id)	nbs_odse.dbo.nbs_case_answer.answer_txt + nbs_question.datamart_column_nm/question_identifier (via sp_investigation_event JSON)	PIVOT MAX(answer_txt) FOR datamart_column_nm (=TUB question); coded answers code-translated	INFERRED	—
D_TB_PAM	COMMENTS_FOLLOW_UP_2	sp_nrt_d_tb_pam_postprocessing	nrt_page_case_answer.answer_txt (+ datamart_column_nm, question_identifier, code_set_group_id)	nbs_odse.dbo.nbs_case_answer.answer_txt + nbs_question.datamart_column_nm/question_identifier (via sp_investigation_event JSON)	PIVOT MAX(answer_txt) FOR datamart_column_nm (=TUB question); coded answers code-translated	INFERRED	—
D_TB_PAM	CORRECTIONAL_FACIL_CUSTODY_IND	sp_nrt_d_tb_pam_postprocessing	nrt_page_case_answer.answer_txt (+ datamart_column_nm, question_identifier, code_set_group_id)	nbs_odse.dbo.nbs_case_answer.answer_txt + nbs_question.datamart_column_nm/question_identifier (via sp_investigation_event JSON)	PIVOT MAX(answer_txt) FOR datamart_column_nm (=TUB question); coded answers code-translated	INFERRED	—
D_TB_PAM	CORRECTIONAL_FACIL_RESIDENT	sp_nrt_d_tb_pam_postprocessing	nrt_page_case_answer.answer_txt (+ datamart_column_nm, question_identifier, code_set_group_id)	nbs_odse.dbo.nbs_case_answer.answer_txt + nbs_question.datamart_column_nm/question_identifier (via sp_investigation_event JSON)	PIVOT MAX(answer_txt) FOR datamart_column_nm (=TUB question); coded answers code-translated	INFERRED	—
D_TB_PAM	CORRECTIONAL_FACIL_TY	sp_nrt_d_tb_pam_postprocessing	nrt_page_case_answer.answer_txt (+ datamart_column_nm, question_identifier, code_set_group_id)	nbs_odse.dbo.nbs_case_answer.answer_txt + nbs_question.datamart_column_nm/question_identifier (via sp_investigation_event JSON)	PIVOT MAX(answer_txt) FOR datamart_column_nm (=TUB question); coded answers code-translated	INFERRED	—
